Site Set,Field,Bytesize(Approximately. After Serialize),Count,Top1%
0,recommend_context.request_context.request_info.pacing_request_info.pacing_port,59723,19907,3
0,recommend_context.request_context.request_info.proc_time,159261,19907,8
0,recommend_context.request_context.request_info.rta_feature_groups,5411739,16672,591
0,recommend_context.request_context.request_info.rta_feature_groups.features,512620,16669,39
0,recommend_context.request_context.request_info.rta_feature_groups.features_tag,1880994,16672,161
0,recommend_context.request_context.request_info.rta_feature_groups.features_type,354597,16672,31
0,recommend_context.request_context.request_info.rta_feature_groups.group_id,708316,16672,62
0,recommend_context.request_context.request_info.rta_feature_groups.is_real,119080,16672,10
0,recommend_context.request_context.request_info.rta_feature_groups.string_features,245706,1995,159
0,recommend_context.request_context.request_info.rta_feature_groups.updated_at,1059891,16672,92
0,recommend_context.request_context.request_info.search_vfrom,59723,19907,3
0,recommend_context.request_context.request_info.set_id,39816,19907,2
0,recommend_context.request_context.request_info.site_id,159261,19907,8
0,recommend_context.request_context.request_info.site_set,39816,19907,2
0,recommend_context.request_context.request_info.skip_logging,59723,19907,3
0,recommend_context.request_context.request_info.trace_id,398145,19907,20
0,recommend_context.request_context.request_operation,361388377,19907,22099
0,recommend_context.request_context.request_operation.debug_info,3398274,19907,196
0,recommend_context.request_context.request_operation.debug_info.debug_switch,119446,19907,6
0,recommend_context.request_context.request_operation.debug_info.debug_switch.latency,39816,19907,2
0,recommend_context.request_context.request_operation.debug_info.debug_switch.module_ip,39816,19907,2
0,recommend_context.request_context.request_operation.debug_info.is_debug,39816,19907,2
0,recommend_context.request_context.request_operation.debug_info.is_dyed,39816,19907,2
0,recommend_context.request_context.request_operation.debug_info.is_hawkeye_dyed,3097,1032,3
0,recommend_context.request_context.request_operation.debug_info.is_hit_mixer_global_context_exp_1,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.is_hit_mixer_global_context_exp_4,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.is_hit_mixer_global_context_exp_5,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.is_hit_mixer_global_context_exp_8,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.is_report_indicator,7057,2352,3
0,recommend_context.request_context.request_operation.debug_info.is_report_indicator_tdw,4870,1623,3
0,recommend_context.request_context.request_operation.debug_info.is_shift_rta_info_map_exp_true,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.is_track_whitelist_dyed,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.net_log_req_id,18578,1032,18
0,recommend_context.request_context.request_operation.debug_info.ranking_disbale_strategy_data,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_basic_info,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_fast_request,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_pos_info,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_query_info,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_ranking_request_unified,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_sync_localctxt_with_globalctx,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_offline_wechat_ranking_request,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_req_parse_dag_reconstruction,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.ranking_request_parse_optimization,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.request_bypass_marking_tag,348,87,4
0,recommend_context.request_context.request_operation.debug_info.switch_global_context_retrieval_binary,59723,19907,3
0,recommend_context.request_context.request_operation.debug_info.traffic_tagging,2070364,19907,104
0,recommend_context.request_context.request_operation.experiment,356397589,19907,21846
0,recommend_context.request_context.request_operation.experiment.hitted_external_exp,338008,15364,22
0,recommend_context.request_context.request_operation.experiment.hitted_external_exp.exp_pairs,276552,15364,18
0,recommend_context.request_context.request_operation.experiment.hitted_external_exp.exp_pairs.exp_id,76820,15364,5
0,recommend_context.request_context.request_operation.experiment.hitted_external_exp.exp_pairs.exteranl_exp_id,169004,15364,11
0,recommend_context.request_context.request_operation.experiment.hitted_external_exp.type,30728,15364,2
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp,236846103,19907,15431
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology,46443184,19907,2333
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer,46363556,19907,2329
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp,40490991,19907,2034
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info,12800329,19907,643
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info.ad_range_info,5613870,19907,282
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info.advertiser_range_info,2050470,19907,103
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info.advertiser_range_info.lower_bound,676852,19907,34
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info.advertiser_range_info.upper_bound,676852,19907,34
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.ad_sample_info.type,2548151,19907,128
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.exp_group_id,5096279,19907,256
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.exp_param_set,13696149,19907,688
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.exp_param_set.double_params,1214356,19907,61
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.exp_param_set.int_params,9953617,19907,500
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_exp.id,6390246,19907,321
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_sample_info,3344445,19907,168
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_sample_info.ad_layer_hash_type,836113,19907,42
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_sample_info.ad_range_info,1194448,19907,60
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_sample_info.advertiser_range_info,477777,19907,24
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.ad_sample_info.advertiser_range_info.width,238890,19907,12
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.ad_exp_layer.id,1672225,19907,84
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.ad_exp_topology.type,39817,19907,2
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info,190164188,19907,13086
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.condition_match_exp_group_ids,1727725,17915,226
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_id,4693614,19907,283
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set,180877757,19907,12577
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.double_params,20738515,19907,1435
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.double_params.id,5530322,19907,382
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.double_params.value,12443153,19907,861
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.int_params,37396506,19907,2555
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.int_params.id,18425322,19907,1260
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.int_params.value,9748753,19907,664
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.long_params,489248,19907,27
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.long_params.id,221378,19907,12
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.long_params.value,157187,19907,9
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.string_params,122193686,19907,9173
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.string_params.id,3606797,19907,221
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.exp_param_set.string_params.value,116782985,19907,8855
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.exp_info.trigger_key,2805557,19907,190
0,recommend_context.request_context.request_operation.experiment.pos_exp_resp.pos_id,179169,19907,9
0,recommend_context.request_context.request_operation.experiment.random_data,39816,19907,2
0,recommend_context.request_context.request_operation.experiment.topo_build_timestamp,119446,19907,6
0,recommend_context.request_context.request_operation.experiment.user_exp_resp,118991667,19907,6676
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info,118214910,19907,6637
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.condition_match_exp_group_ids,28544,3568,8
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_id,129880,17124,12
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set,118016522,19907,6626
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.double_params,9581543,19907,718
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.double_params.id,2555094,19907,191
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.double_params.value,5748937,19907,431
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.int_params,71499638,19907,3896
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.int_params.id,35345997,19907,1924
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.int_params.value,18455620,19907,1008
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.long_params,2021893,19907,136
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.long_params.id,539170,19907,36
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.long_params.value,1213134,19907,82
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.string_params,34794093,19907,2111
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.string_params.id,2822513,19907,170
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.exp_param_set.string_params.value,30596414,19907,1861
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.exp_info.trigger_key,32,8,4
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.sample_user_info,736569,19907,37
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.sample_user_info.final_sample_user_id,617127,19907,31
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.sample_user_info.sample_user_id,39816,19907,2
0,recommend_context.request_context.request_operation.experiment.user_exp_resp.sample_user_info.sample_user_type,39816,19907,2
0,recommend_context.request_context.request_operation.idmapping_experiment_resp,1433328,19907,72
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp,378238,19907,19
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp.ad_exp_topology,79630,19907,4
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp.ad_exp_topology.type,39816,19907,2
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp.exp_info,79630,19907,4
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp.exp_info.exp_param_set,39816,19907,2
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.pos_exp_resp.pos_id,179168,19907,9
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.topo_build_timestamp,119446,19907,6
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.user_exp_resp,856016,19907,43
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.user_exp_resp.exp_info,79630,19907,4
0,recommend_context.request_context.request_operation.idmapping_experiment_resp.user_exp_resp.exp_info.exp_param_set,39816,19907,2
